CustomerID,Age,Annual_Income,Spending_Score,Purchase_Frequency_Monthly,Recency_Days,Tenure_Years,Online_Purchase_Ratio,Avg_Basket_Size,Returns_Rate,Loyalty_Points,Discount_Usage_Rate,Email_Open_Rate,App_Sessions_Monthly,Wishlist_Items,Cart_Abandon_Rate,Social_Engagement_Score,Electronics_Spend,Fashion_Spend,Grocery_Spend,Travel_Spend,Customer_Service_Calls,Referral_Count,Gender
297,33.0,77857.0,68.5,16.6,17.0,1.7,0.8,5.4,0.08,1252.0,0.47,0.5,13.9,1,0.34,5.4,5084.0,10419.0,12957.0,7384.0,1,0,Male
298,46.0,20481.0,31.1,2.2,268.0,5.8,0.07,1.1,0.16,74.0,0.33,0.47,0.0,4,0.3,2.4,948.0,2590.0,3653.0,87.0,4,0,Female
299,24.0,19579.0,76.1,31.6,19.0,3.3,0.66,6.0,0.08,2049.0,0.31,0.45,19.2,5,0.13,4.0,1105.0,2186.0,3463.0,1853.0,0,1,Female
300,39.0,32042.0,27.3,5.0,199.0,7.3,0.0,3.6,0.09,151.0,0.37,0.68,0.0,4,0.4,1.6,1619.0,1696.0,4059.0,2884.0,1,1,Female
301,18.0,30390.0,66.2,19.8,15.0,1.8,0.79,5.8,0.04,1121.0,0.38,0.52,9.9,5,0.16,0.0,3828.0,3814.0,1643.0,2124.0,2,1,Female
302,49.0,16220.0,28.9,3.7,330.0,5.0,0.39,1.0,0.15,99.0,0.45,0.28,3.8,1,0.55,7.2,2278.0,1499.0,1545.0,1114.0,0,1,Male
303,35.0,88933.0,13.0,3.7,134.0,5.7,0.44,2.6,0.11,58.0,0.24,0.31,0.2,1,0.2,0.0,12561.0,7705.0,6644.0,3392.0,1,0,Female
304,40.0,26327.0,22.0,4.4,265.0,4.6,0.01,5.4,0.03,95.0,0.36,0.72,0.0,3,0.71,3.7,2569.0,1295.0,1860.0,672.0,0,1,Female
305,29.0,28997.0,81.4,14.1,32.0,0.2,0.74,6.9,0.11,1274.0,0.34,0.27,12.5,1,0.61,6.8,738.0,3565.0,3541.0,1818.0,1,1,Female
306,19.0,29385.0,76.4,13.2,5.0,0.2,0.7,8.1,0.05,1092.0,0.46,0.45,2.1,5,0.59,13.7,2580.0,2950.0,2422.0,123.0,1,1,Male
307,41.0,31724.0,24.5,4.6,206.0,5.6,0.14,2.8,0.12,124.0,0.37,0.05,0.5,4,0.16,0.0,4288.0,3274.0,5932.0,3072.0,6,0,Male
308,41.0,90517.0,15.2,4.0,193.0,4.2,0.4,2.0,0.04,49.0,0.46,0.7,0.0,3,0.3,3.5,7288.0,10885.0,11265.0,118.0,0,2,Female
309,47.0,88613.0,29.2,11.4,146.0,5.1,0.42,1.3,0.08,323.0,0.23,0.35,4.5,3,0.46,0.0,12638.0,4400.0,9796.0,8372.0,0,0,Female
310,24.0,22477.0,86.4,13.3,21.0,1.5,0.77,6.6,0.11,1156.0,0.22,0.61,4.0,4,0.74,5.3,1073.0,748.0,2232.0,1572.0,0,0,Female
311,48.0,88048.0,13.7,6.7,233.0,3.9,0.14,5.9,0.02,86.0,0.24,0.24,2.0,2,0.55,0.0,6150.0,3926.0,16304.0,6802.0,3,0,Female
312,42.0,95929.0,19.4,6.7,157.0,2.7,0.49,3.3,0.02,142.0,0.16,0.42,0.0,6,0.27,3.0,6969.0,13705.0,14377.0,5203.0,0,0,Female
313,40.0,87171.0,93.7,16.4,19.0,0.2,0.44,7.4,0.06,1677.0,0.22,0.4,10.5,4,0.37,0.2,2606.0,4678.0,9644.0,7410.0,0,0,Male
314,35.0,13565.0,33.7,1.9,174.0,4.6,0.0,3.4,0.14,57.0,0.24,0.55,0.9,1,0.43,0.1,1020.0,1660.0,1683.0,220.0,2,3,Male
315,45.0,91896.0,10.7,10.1,236.0,4.1,0.37,3.3,0.15,122.0,0.73,0.64,2.9,3,0.16,0.0,11447.0,5479.0,7672.0,4349.0,2,0,Male
316,28.0,94742.0,89.6,28.2,17.0,0.8,0.97,7.8,0.07,2190.0,0.29,0.34,13.2,1,0.48,0.0,13556.0,10593.0,15914.0,3017.0,1,1,Male
317,22.0,25952.0,88.5,23.1,29.0,1.9,0.78,5.9,0.0,1904.0,0.46,0.61,12.5,0,0.46,2.0,3274.0,3731.0,4042.0,1022.0,2,0,Female
318,52.0,34506.0,23.4,4.3,273.0,7.4,0.25,5.1,0.11,108.0,0.0,0.19,1.7,3,0.24,8.1,4914.0,3910.0,6341.0,1079.0,0,1,Female
319,25.0,13637.0,71.3,15.3,27.0,1.5,0.84,4.5,0.07,1307.0,0.18,0.66,8.6,6,0.43,0.0,1116.0,2012.0,782.0,1029.0,1,1,Male
320,45.0,24885.0,17.9,3.0,226.0,4.7,0.43,2.3,0.11,54.0,0.1,0.47,3.7,4,0.4,0.0,829.0,2403.0,1371.0,262.0,2,2,Female
321,23.0,38015.0,74.5,23.5,6.0,3.0,0.86,3.2,0.16,2027.0,0.27,0.33,15.5,6,0.61,2.9,875.0,5526.0,3306.0,2680.0,1,1,Female
322,50.0,25075.0,27.9,5.4,246.0,0.3,0.29,1.0,0.11,121.0,0.13,0.3,5.3,5,0.54,2.2,3675.0,2126.0,3132.0,1924.0,1,2,Male
323,46.0,92721.0,93.3,26.2,22.0,4.7,0.79,7.1,0.11,2787.0,0.22,0.33,9.7,2,0.28,7.7,5600.0,11521.0,16546.0,9179.0,0,0,Female
324,29.0,83412.0,88.7,28.3,9.0,4.3,0.95,7.4,0.01,2076.0,0.06,0.7,14.1,4,0.35,0.0,11526.0,9462.0,7382.0,874.0,3,1,Male
325,52.0,21561.0,15.7,4.4,338.0,3.3,0.26,3.2,0.09,80.0,0.22,0.12,2.4,4,0.3,0.0,1460.0,2328.0,3396.0,1332.0,2,2,Female
326,31.0,89850.0,76.7,23.4,7.0,3.5,0.78,3.8,0.0,1852.0,0.02,0.31,15.8,5,0.4,8.4,10457.0,12639.0,12364.0,407.0,1,1,Female
327,31.0,13149.0,75.4,23.0,19.0,3.9,0.8,8.5,0.09,1861.0,0.21,0.22,10.3,4,0.55,0.0,1397.0,1329.0,2402.0,958.0,3,0,Female
328,41.0,86528.0,11.4,5.8,201.0,4.5,0.28,4.0,0.05,54.0,0.57,0.45,0.0,4,0.32,0.0,2753.0,9041.0,5266.0,5666.0,1,0,Female
329,60.0,28104.0,37.3,3.3,198.0,5.0,0.42,4.0,0.01,138.0,0.18,0.56,5.0,5,0.42,1.1,3343.0,1325.0,3411.0,192.0,2,0,Male
330,42.0,85039.0,9.2,2.3,296.0,2.0,0.17,3.3,0.13,25.0,0.38,0.63,0.9,3,0.44,0.0,7123.0,3563.0,13850.0,7601.0,2,0,Female
331,34.0,99597.0,97.6,25.5,16.0,3.1,0.74,5.1,0.09,2960.0,0.35,0.18,14.4,2,0.42,6.4,3176.0,6860.0,7180.0,4215.0,0,1,Male
332,45.0,95226.0,24.2,6.1,207.0,2.5,0.14,1.9,0.05,167.0,0.35,0.32,7.2,2,0.12,8.5,10691.0,8984.0,14962.0,9385.0,2,0,Female
333,50.0,99999.0,11.0,1.9,158.0,5.5,0.29,1.8,0.02,24.0,0.27,0.4,0.0,1,0.72,9.3,14555.0,13433.0,11237.0,7482.0,1,0,Male
334,27.0,92982.0,88.6,29.0,16.0,4.4,0.95,5.8,0.08,2170.0,0.2,0.44,15.0,1,0.52,3.7,13809.0,9521.0,5828.0,3656.0,2,2,Female
335,47.0,29784.0,19.2,8.0,250.0,3.0,0.2,3.9,0.05,123.0,0.29,0.42,5.4,2,0.42,4.6,1919.0,793.0,3616.0,1677.0,5,0,Male
336,33.0,98484.0,99.3,30.8,3.0,0.2,0.86,7.9,0.07,2947.0,0.07,0.37,14.9,2,0.39,9.1,2645.0,10443.0,10907.0,5072.0,3,1,Female
337,27.0,25848.0,91.3,21.0,18.0,1.4,0.88,5.9,0.0,2150.0,0.16,0.41,8.7,3,0.41,0.0,1990.0,3665.0,4190.0,1052.0,5,1,Female
338,46.0,95299.0,5.3,7.1,256.0,3.9,0.22,3.8,0.11,31.0,0.32,0.27,9.7,1,0.49,7.5,9163.0,13579.0,9419.0,5687.0,3,0,Male
339,45.0,31997.0,19.9,4.4,151.0,3.0,0.16,5.0,0.07,72.0,0.17,0.39,2.2,4,0.65,9.7,4564.0,1608.0,3547.0,2554.0,5,0,Male
340,43.0,95625.0,16.2,7.1,191.0,7.2,0.46,4.9,0.08,95.0,0.34,0.48,6.3,6,0.53,1.2,13218.0,13518.0,9653.0,4431.0,0,1,Male
341,40.0,27297.0,27.2,5.9,365.0,3.0,0.05,3.1,0.09,169.0,0.57,0.26,1.4,4,0.52,0.0,3710.0,1309.0,3300.0,2050.0,0,0,Male
342,40.0,82842.0,63.7,28.4,16.0,4.8,0.81,4.8,0.1,2057.0,0.0,0.47,18.3,3,0.36,4.8,5631.0,12074.0,13500.0,5565.0,1,1,Female
343,26.0,26484.0,71.2,16.3,28.0,3.1,0.99,2.5,0.13,1065.0,0.44,0.0,12.2,5,0.34,2.5,2055.0,965.0,1429.0,1697.0,3,1,Female
344,18.0,29108.0,91.5,22.3,15.0,1.0,0.88,5.8,0.01,1665.0,0.17,0.37,9.0,5,0.33,0.3,1860.0,1425.0,2493.0,1008.0,4,0,Male
345,25.0,32492.0,79.1,18.7,25.0,1.8,0.81,5.8,0.03,1240.0,0.2,0.41,8.6,2,0.62,5.3,4123.0,1556.0,3961.0,2112.0,2,0,Female
346,29.0,94747.0,79.7,18.2,20.0,5.1,0.87,6.1,0.15,1734.0,0.13,0.14,9.6,3,0.32,0.0,9617.0,6354.0,12313.0,5729.0,3,0,Male
347,30.0,26690.0,75.1,28.0,19.0,0.2,0.95,5.8,0.18,1743.0,0.38,0.79,13.9,4,0.53,2.7,1607.0,718.0,1779.0,887.0,0,0,Male
348,29.0,93269.0,81.0,23.0,22.0,4.0,0.7,7.8,0.07,1988.0,0.41,0.2,12.7,3,0.35,5.3,6656.0,9821.0,7764.0,6818.0,0,1,Male
349,56.0,24988.0,17.6,3.4,275.0,0.2,0.32,4.3,0.0,65.0,0.14,0.52,7.9,3,0.4,0.0,2748.0,3377.0,4095.0,2038.0,1,0,Male
350,38.0,97316.0,83.1,26.7,14.0,2.7,0.87,5.7,0.02,2019.0,0.14,0.18,3.2,2,0.36,2.8,11543.0,12379.0,13573.0,8724.0,3,0,Male
351,49.0,84112.0,10.5,3.9,245.0,3.8,0.18,2.6,0.03,46.0,0.24,0.31,0.0,6,0.47,2.7,2496.0,8289.0,10865.0,7619.0,1,1,Female
352,38.0,84201.0,21.3,2.0,353.0,4.3,0.3,1.8,0.07,45.0,0.59,0.1,0.0,2,0.21,4.6,11333.0,3607.0,10997.0,5839.0,3,1,Male
353,42.0,77572.0,13.1,1.4,192.0,6.3,0.32,4.0,0.11,20.0,0.21,0.27,3.9,0,0.46,0.0,2773.0,9364.0,5440.0,5709.0,0,1,Male
354,29.0,76947.0,81.5,21.4,16.0,1.0,0.72,10.2,0.11,1686.0,0.07,0.35,14.0,1,0.06,5.3,5264.0,5424.0,9130.0,5550.0,1,2,Male
355,33.0,81460.0,74.9,18.2,17.0,1.4,0.49,5.5,0.16,1105.0,0.0,0.29,7.8,6,0.63,13.3,9989.0,8633.0,13679.0,5165.0,1,1,Female
356,47.0,75833.0,16.8,3.9,154.0,4.7,0.12,2.0,0.07,57.0,0.66,0.29,0.8,3,0.64,0.0,6765.0,8527.0,8040.0,5001.0,1,1,Female
357,29.0,109094.0,77.9,24.4,26.0,7.4,0.63,7.3,0.16,2259.0,0.53,0.24,13.3,3,0.35,0.0,4588.0,4694.0,20096.0,10016.0,0,0,Male
358,52.0,78891.0,7.0,8.7,202.0,4.3,0.01,5.4,0.23,72.0,0.36,0.49,6.7,1,0.3,0.0,7382.0,4678.0,12567.0,5740.0,1,1,Female
359,26.0,27291.0,88.2,17.1,25.0,3.3,0.84,7.5,0.14,1756.0,0.26,0.94,6.9,2,0.25,0.0,3527.0,703.0,5314.0,1108.0,0,1,Male
360,47.0,79477.0,17.7,9.4,127.0,4.8,0.15,2.3,0.15,168.0,0.11,0.16,7.7,3,0.36,3.6,7995.0,5499.0,14355.0,1979.0,2,1,Female
361,32.0,89372.0,89.4,24.1,20.0,2.4,0.59,4.7,0.16,2160.0,0.39,0.57,9.1,3,0.23,7.6,9079.0,7992.0,8388.0,5912.0,2,1,Female
362,45.0,80332.0,18.8,7.5,330.0,5.8,0.11,3.9,0.08,140.0,0.06,0.76,0.0,3,0.35,0.0,8569.0,3854.0,9904.0,6602.0,3,2,Female
363,46.0,107047.0,19.7,7.6,203.0,4.3,0.0,2.7,0.09,128.0,0.29,0.0,4.9,0,0.46,0.0,12805.0,14231.0,10988.0,7406.0,2,0,Female
364,27.0,26449.0,8.2,5.4,245.0,3.4,0.07,2.3,0.1,39.0,0.29,0.11,0.0,3,0.4,4.0,1267.0,1958.0,3218.0,2014.0,2,1,Male
365,46.0,29283.0,17.5,3.1,237.0,5.6,0.24,3.5,0.16,51.0,0.15,0.18,4.9,3,0.34,0.0,2010.0,1588.0,2587.0,1294.0,0,1,Male
366,28.0,22467.0,6.8,3.3,244.0,0.6,0.0,3.4,0.06,19.0,0.45,0.36,6.9,1,0.38,0.0,1780.0,2347.0,1487.0,1224.0,1,0,Male
367,41.0,101560.0,14.5,8.5,134.0,4.7,0.2,2.7,0.04,131.0,0.21,0.28,6.3,2,0.2,0.0,8764.0,10020.0,17379.0,5905.0,2,0,Male
368,51.0,23594.0,22.0,4.4,221.0,0.9,0.0,4.9,0.03,102.0,0.45,0.04,0.0,2,0.4,0.0,1571.0,1118.0,1557.0,933.0,0,0,Female
369,19.0,13551.0,70.1,20.3,35.0,3.4,0.81,5.4,0.15,1518.0,0.28,0.32,10.3,2,0.25,0.0,1014.0,622.0,950.0,18.0,1,1,Male
370,24.0,30152.0,79.2,12.8,26.0,5.6,0.89,5.9,0.07,1065.0,0.42,0.12,2.5,3,0.49,1.2,2808.0,636.0,1667.0,1744.0,2,0,Female
371,31.0,76348.0,84.4,20.4,16.0,3.1,0.47,7.6,0.07,2037.0,0.08,0.2,11.7,1,0.46,2.5,2078.0,8262.0,10086.0,5025.0,1,0,Male
372,47.0,26153.0,30.7,8.5,211.0,5.7,0.12,1.0,0.01,238.0,0.13,0.28,4.7,0,0.61,0.0,1158.0,3341.0,1930.0,79.0,2,2,Male
373,46.0,27096.0,9.6,3.7,249.0,1.0,0.29,2.2,0.14,38.0,0.32,0.67,0.6,1,0.37,3.1,3196.0,2340.0,1824.0,2517.0,2,1,Male
374,41.0,95354.0,76.5,29.1,17.0,3.7,0.54,8.0,0.08,2379.0,0.15,0.17,10.3,4,0.33,0.0,10376.0,8552.0,17284.0,1742.0,0,1,Male
375,29.0,89212.0,82.9,22.7,9.0,1.3,0.57,5.6,0.0,2038.0,0.24,0.57,11.5,1,0.18,0.0,2669.0,11825.0,5259.0,3494.0,2,1,Female
376,36.0,79069.0,79.2,22.9,1.0,3.1,0.84,5.7,0.17,1731.0,0.37,0.18,12.8,4,0.24,11.1,11825.0,3778.0,13827.0,7792.0,2,0,Female
377,44.0,30207.0,12.1,3.3,219.0,3.4,0.16,4.5,0.11,43.0,0.32,0.42,0.0,5,0.5,3.2,632.0,1715.0,3031.0,268.0,4,3,Female
378,36.0,84590.0,84.8,21.8,23.0,6.5,0.59,4.3,0.05,2196.0,0.02,0.35,9.3,4,0.28,2.9,4304.0,7898.0,15016.0,1839.0,3,0,Male
379,59.0,22362.0,28.0,2.8,256.0,3.7,0.04,1.0,0.12,80.0,0.22,0.07,3.4,6,0.22,0.0,1221.0,2442.0,1560.0,1944.0,0,0,Female
380,30.0,109422.0,84.5,18.7,9.0,0.2,0.66,4.9,0.12,1496.0,0.49,0.36,11.0,2,0.34,0.0,2803.0,3074.0,9151.0,6187.0,3,1,Female
381,27.0,32655.0,97.6,17.5,16.0,5.8,0.78,7.5,0.03,1406.0,0.58,0.29,7.5,4,0.35,9.3,2948.0,1842.0,1871.0,2649.0,2,1,Female
382,43.0,14846.0,15.4,9.2,211.0,4.1,0.1,1.5,0.03,122.0,0.36,0.62,5.1,2,0.4,3.9,1705.0,1228.0,1925.0,1154.0,2,0,Male
383,34.0,74830.0,83.2,26.4,13.0,3.7,0.92,7.2,0.05,2347.0,0.48,0.39,12.8,6,0.4,2.5,11216.0,8274.0,9614.0,4350.0,1,1,Female
384,25.0,26030.0,72.4,16.9,11.0,1.7,0.72,6.3,0.12,1337.0,0.18,0.28,11.4,2,0.18,6.8,876.0,3077.0,2801.0,304.0,1,0,Female
385,31.0,23765.0,63.5,11.0,18.0,1.3,0.69,6.6,0.14,559.0,0.04,0.35,8.4,6,0.23,10.8,2650.0,2727.0,3433.0,478.0,1,0,Female
386,44.0,22037.0,16.4,2.6,326.0,6.4,0.13,4.1,0.09,42.0,0.16,0.49,2.2,2,0.39,0.0,2653.0,651.0,2731.0,1455.0,0,1,Male
387,38.0,93174.0,12.6,7.9,233.0,4.1,0.23,1.5,0.08,91.0,0.24,0.39,10.1,7,0.75,0.0,4178.0,11196.0,4837.0,7485.0,0,1,Female
388,23.0,24732.0,91.2,21.3,11.0,5.5,0.47,6.7,0.08,1833.0,0.28,0.52,13.1,6,0.57,8.5,3260.0,1972.0,1867.0,145.0,0,0,Female
389,37.0,76618.0,8.6,5.3,200.0,5.0,0.18,6.2,0.06,51.0,0.31,0.63,3.9,2,0.47,0.0,6344.0,9447.0,14524.0,160.0,2,1,Male
390,27.0,30167.0,70.0,23.0,31.0,4.2,0.87,3.9,0.11,1422.0,0.32,0.5,12.1,2,0.58,1.2,3800.0,4413.0,3511.0,2185.0,2,0,Male
391,26.0,25735.0,78.0,22.7,20.0,0.8,0.93,5.2,0.04,1787.0,0.37,0.15,11.5,3,0.5,1.1,2554.0,942.0,1709.0,801.0,3,0,Male
392,30.0,84273.0,68.1,17.8,15.0,4.2,0.69,7.9,0.04,1018.0,0.42,0.3,12.4,4,0.37,0.0,6425.0,3298.0,16016.0,8274.0,3,2,Male
393,40.0,20079.0,25.7,3.8,322.0,5.5,0.17,3.5,0.15,108.0,0.19,0.0,5.6,2,0.49,17.4,2829.0,2845.0,1046.0,151.0,2,0,Female
394,42.0,91546.0,37.4,6.5,243.0,1.3,0.25,1.8,0.11,227.0,0.51,0.16,3.1,1,0.37,0.0,2351.0,12483.0,14046.0,4168.0,0,0,Female
395,32.0,78597.0,100.0,22.1,13.0,5.8,0.79,7.0,0.05,1944.0,0.17,0.05,9.0,2,0.4,0.0,10798.0,5442.0,14520.0,3653.0,2,1,Female
396,48.0,27938.0,22.5,3.1,232.0,1.9,0.39,2.7,0.05,70.0,0.43,0.35,0.0,2,0.22,0.0,3658.0,1372.0,1705.0,1695.0,2,0,Female
397,28.0,86518.0,84.3,23.2,16.0,5.1,0.62,6.3,0.08,2061.0,0.33,0.13,16.0,1,0.41,1.2,6535.0,10633.0,8901.0,6605.0,2,0,Female
398,29.0,87184.0,74.3,10.7,20.0,1.2,0.77,7.7,0.1,865.0,0.33,0.33,9.5,3,0.51,5.0,7682.0,10960.0,13088.0,3678.0,3,0,Male
399,26.0,25467.0,72.2,18.0,5.0,4.6,0.97,10.2,0.1,1208.0,0.22,0.5,6.5,4,0.16,2.6,1251.0,2940.0,3733.0,2247.0,0,1,Female
400,34.0,82269.0,82.9,13.6,14.0,1.6,0.52,4.6,0.12,967.0,0.27,0.34,5.3,2,0.62,1.0,7927.0,4798.0,10190.0,7628.0,2,1,Male
401,33.0,92783.0,88.5,27.7,7.0,3.0,0.66,5.9,0.07,2101.0,0.12,0.38,10.7,2,0.29,2.9,11683.0,3820.0,12117.0,5531.0,1,0,Female
402,40.0,15089.0,26.6,2.1,172.0,0.2,0.03,2.3,0.03,57.0,0.23,0.49,0.0,2,0.29,0.0,2194.0,518.0,1179.0,388.0,1,0,Female
403,35.0,74042.0,20.2,5.0,329.0,2.3,0.16,5.0,0.08,90.0,0.28,0.0,0.7,1,0.23,2.9,7463.0,7635.0,6824.0,6552.0,3,0,Female
404,49.0,30296.0,22.1,2.6,275.0,3.5,0.03,3.3,0.08,51.0,0.29,0.31,0.0,1,0.8,0.0,3607.0,3240.0,5439.0,2775.0,1,2,Female
405,32.0,89098.0,76.4,18.5,14.0,3.1,0.68,4.1,0.12,1460.0,0.33,0.19,10.8,1,0.48,10.7,10249.0,2840.0,10142.0,3208.0,2,1,Male
406,29.0,94905.0,18.9,10.0,198.0,3.5,0.51,1.3,0.1,175.0,0.26,0.44,6.3,1,0.4,1.8,9907.0,3255.0,12541.0,3188.0,3,2,Male
407,39.0,79250.0,78.2,20.4,6.0,4.4,0.6,6.4,0.09,1912.0,0.11,0.31,6.5,2,0.43,14.1,10575.0,7611.0,11701.0,607.0,2,0,Male
408,46.0,83308.0,15.5,8.1,244.0,7.5,0.0,2.2,0.1,126.0,0.38,0.0,3.1,7,0.4,1.0,10359.0,12333.0,13117.0,5576.0,1,0,Male
409,25.0,22112.0,69.7,25.2,9.0,2.9,0.73,2.9,0.15,1861.0,0.33,0.23,12.5,1,0.13,4.3,2105.0,2800.0,3090.0,2023.0,1,1,Female
410,24.0,31017.0,93.7,12.2,35.0,2.1,0.86,4.7,0.19,1132.0,0.49,0.71,4.9,3,0.33,9.7,1348.0,1991.0,1830.0,2341.0,0,0,Male
411,31.0,82030.0,85.1,20.4,22.0,2.6,0.78,8.4,0.08,1613.0,0.33,0.39,5.2,2,0.39,8.0,7457.0,3144.0,7343.0,1428.0,1,2,Female
412,32.0,85034.0,82.0,18.1,30.0,3.2,0.66,8.4,0.12,1302.0,0.44,0.14,11.5,3,0.49,0.4,4703.0,10494.0,5413.0,4326.0,1,0,Male
413,27.0,36414.0,90.3,14.0,13.0,2.6,0.52,7.7,0.14,1513.0,0.19,0.29,3.4,0,0.57,10.1,1578.0,2889.0,5269.0,3008.0,1,1,Male
414,41.0,107179.0,5.1,12.9,127.0,5.6,0.23,1.2,0.04,58.0,0.49,0.36,6.9,3,0.54,5.1,9900.0,10348.0,6542.0,7842.0,1,1,Male
415,25.0,102383.0,85.6,16.2,15.0,0.7,0.68,8.0,0.06,1435.0,0.34,0.1,6.4,1,0.43,0.0,14071.0,11724.0,14278.0,8585.0,1,0,Male
416,26.0,27255.0,64.6,23.8,39.0,4.8,0.62,6.2,0.13,1632.0,0.3,0.17,15.8,4,0.38,2.6,2841.0,1082.0,5427.0,2550.0,2,2,Female
417,30.0,82107.0,91.1,25.7,1.0,3.6,0.86,5.2,0.15,2685.0,0.32,0.34,13.0,4,0.28,0.0,6251.0,6962.0,15245.0,4114.0,0,0,Male
418,24.0,14203.0,67.3,12.5,38.0,0.7,0.94,5.0,0.02,771.0,0.4,0.26,4.1,4,0.14,4.0,1568.0,1705.0,2639.0,926.0,2,0,Female
419,42.0,93050.0,66.7,24.0,23.0,4.0,0.82,9.9,0.0,1300.0,0.22,0.55,15.3,1,0.44,0.0,9891.0,5697.0,13155.0,6587.0,2,1,Female
420,39.0,83481.0,89.9,21.9,14.0,2.1,0.78,6.2,0.07,2329.0,0.34,0.13,10.3,3,0.24,3.6,9093.0,6543.0,9415.0,7686.0,1,0,Female
421,44.0,90331.0,22.1,12.2,164.0,4.7,0.38,1.7,0.14,236.0,0.41,0.56,7.9,4,0.38,2.0,2262.0,3322.0,13568.0,5212.0,3,3,Male
422,39.0,76079.0,25.1,1.6,182.0,4.9,0.32,1.8,0.13,40.0,0.26,0.2,0.6,0,0.45,3.8,9626.0,4693.0,11000.0,3771.0,4,0,Female
423,47.0,19681.0,29.1,2.1,219.0,4.5,0.21,3.0,0.07,66.0,0.31,0.48,0.0,5,0.2,1.5,1325.0,2287.0,3771.0,220.0,3,0,Male
424,18.0,25846.0,91.3,26.3,23.0,4.5,0.96,1.8,0.09,2667.0,0.44,0.85,8.9,2,0.23,0.9,3524.0,1512.0,3872.0,1396.0,2,1,Male
425,33.0,91333.0,83.9,20.8,26.0,2.9,0.97,7.7,0.07,1896.0,0.54,0.55,10.7,1,0.61,3.9,11497.0,5592.0,15585.0,4275.0,0,2,Male
426,40.0,80943.0,23.0,8.4,208.0,4.5,0.39,2.9,0.05,230.0,0.24,0.04,0.0,4,0.79,0.0,1657.0,9681.0,14371.0,1332.0,0,0,Male
427,20.0,23289.0,100.0,17.7,24.0,0.6,0.68,4.8,0.17,1873.0,0.33,0.65,8.9,4,0.4,0.8,3214.0,2961.0,1434.0,322.0,3,0,Female
428,21.0,24612.0,65.5,18.8,12.0,2.1,0.85,4.8,0.09,1323.0,0.28,0.26,9.9,3,0.45,0.7,874.0,1429.0,4088.0,629.0,2,1,Male
429,29.0,26283.0,80.9,17.6,14.0,0.4,0.67,4.3,0.15,1628.0,0.34,0.64,5.5,6,0.49,5.6,1922.0,2231.0,1972.0,0.0,2,5,Male
430,39.0,94155.0,26.0,5.8,333.0,1.9,0.25,4.3,0.06,161.0,0.29,0.18,6.8,2,0.57,0.0,6978.0,11110.0,12580.0,1613.0,3,1,Male
431,31.0,95801.0,83.6,15.0,28.0,1.9,0.74,6.0,0.13,1454.0,0.31,0.53,12.3,1,0.45,2.9,4952.0,2010.0,12002.0,2542.0,0,1,Female
432,43.0,86511.0,11.6,2.6,190.0,4.1,0.26,5.0,0.06,34.0,0.39,0.38,5.4,2,0.59,3.1,12244.0,3310.0,4342.0,4755.0,0,0,Female
433,52.0,91840.0,12.1,10.8,274.0,4.5,0.2,4.2,0.08,117.0,0.24,0.28,7.2,0,0.16,6.7,9012.0,6293.0,8414.0,284.0,2,0,Female
434,37.0,81358.0,81.9,16.5,20.0,1.7,0.77,6.7,0.07,1093.0,0.18,0.26,13.1,0,0.41,4.5,3299.0,8100.0,5182.0,5863.0,3,1,Female
435,38.0,92218.0,83.3,24.1,16.0,2.7,0.6,4.9,0.05,1769.0,0.57,0.31,12.1,1,0.39,0.0,11498.0,8112.0,14531.0,73.0,4,1,Male
436,35.0,89611.0,77.2,31.5,19.0,4.8,0.51,7.3,0.05,2126.0,0.47,0.24,13.6,5,0.63,3.5,2152.0,8591.0,5685.0,6753.0,2,3,Male
437,29.0,87833.0,87.5,28.3,1.0,4.7,0.73,7.1,0.15,2824.0,0.13,0.37,15.5,2,0.37,0.0,6602.0,6514.0,14132.0,8482.0,2,0,Female
438,29.0,90734.0,32.0,8.8,256.0,1.2,0.07,2.1,0.1,257.0,0.49,0.76,5.9,2,0.1,0.8,13127.0,8566.0,13311.0,869.0,3,2,Male
439,45.0,31687.0,12.7,2.5,264.0,4.0,0.04,2.7,0.0,29.0,0.23,0.44,7.0,7,0.26,5.4,3125.0,3092.0,3586.0,104.0,1,1,Male
440,43.0,100685.0,7.2,7.9,183.0,8.2,0.49,3.2,0.07,50.0,0.27,0.71,5.3,3,0.46,1.9,5834.0,3944.0,14239.0,2315.0,2,0,Male
441,33.0,78894.0,96.9,28.0,14.0,0.2,1.0,5.7,0.0,2992.0,0.07,0.8,13.2,2,0.17,0.0,6972.0,8394.0,5647.0,3162.0,2,1,Female
442,44.0,28460.0,23.9,4.6,318.0,2.9,0.22,3.1,0.09,93.0,0.71,0.13,9.9,2,0.38,0.0,1725.0,732.0,3236.0,2076.0,6,1,Male
443,58.0,34045.0,30.7,1.9,256.0,5.7,0.3,1.0,0.04,52.0,0.54,0.19,0.0,3,0.15,0.8,979.0,2905.0,6330.0,308.0,2,0,Male
444,24.0,22781.0,87.7,5.1,3.0,3.6,0.72,2.6,0.08,435.0,0.21,0.13,0.0,2,0.33,0.0,1998.0,3245.0,1430.0,736.0,0,1,Female
445,57.0,32980.0,22.0,4.7,206.0,5.6,0.27,2.9,0.18,95.0,0.42,0.23,5.1,5,0.3,1.7,1119.0,4327.0,1838.0,1035.0,1,1,Female
